0.000000e+00 -1.150067e-15
2.000000e-02 -2.285077e-16
4.000000e-02 1.801200e-16
6.000000e-02 -4.317926e-18
8.000000e-02 -2.764831e-16
1.000000e-01 -2.081573e-17
1.200000e-01 3.848376e-16
1.400000e-01 -1.787538e-16
1.600000e-01 -1.276837e-15
1.800000e-01 -3.014698e-16
2.000000e-01 7.243555e-16
2.200000e-01 -9.282168e-16
2.400000e-01 -2.609372e-16
2.600000e-01 3.486760e-16
2.800000e-01 8.431203e-16
3.000000e-01 1.927029e-17
3.200000e-01 2.433906e-16
3.400000e-01 -1.040596e-16
3.600000e-01 -4.624977e-16
3.800000e-01 -4.359000e-16
4.000000e-01 -8.687447e-16
4.200000e-01 1.360226e-16
4.400000e-01 -7.652893e-16
4.600000e-01 -5.502739e-16
4.800000e-01 -6.353461e-16
5.000000e-01 -1.598296e-15
5.200000e-01 -4.380226e-15
5.400000e-01 -1.113370e-14
5.600000e-01 -2.841059e-14
5.800000e-01 -6.624055e-14
6.000000e-01 -1.549874e-13
6.200000e-01 -3.482030e-13
6.400000e-01 -7.630723e-13
6.600000e-01 -1.636213e-12
6.800000e-01 -3.423989e-12
7.000000e-01 -7.015819e-12
7.200000e-01 -1.407136e-11
7.400000e-01 -2.767916e-11
7.600000e-01 -5.344374e-11
7.800000e-01 -1.013896e-10
8.000000e-01 -1.891509e-10
8.200000e-01 -3.472939e-10
8.400000e-01 -6.280270e-10
8.600000e-01 -1.119315e-09
8.800000e-01 -1.967421e-09
9.000000e-01 -3.412507e-09
9.200000e-01 -5.844165e-09
9.400000e-01 -9.887116e-09
9.600000e-01 -1.653202e-08
9.800000e-01 -2.733307e-08
1.000000e+00 -4.470348e-08
1.020000e+00 -7.235315e-08
1.040000e+00 -1.159307e-07
1.060000e+00 -1.839569e-07
1.080000e+00 -2.891695e-07
1.100000e+00 -4.504447e-07
1.120000e+00 -6.955173e-07
1.140000e+00 -1.064804e-06
1.160000e+00 -1.616725e-06
1.180000e+00 -2.435069e-06
1.200000e+00 -3.639077e-06
1.220000e+00 -5.397173e-06
1.240000e+00 -7.945493e-06
1.260000e+00 -1.161270e-05
1.280000e+00 -1.685294e-05
1.300000e+00 -2.428935e-05
1.320000e+00 -3.477086e-05
1.340000e+00 -4.944592e-05
1.360000e+00 -6.985735e-05
1.380000e+00 -9.806312e-05
1.400000e+00 -1.367890e-04
1.420000e+00 -1.896195e-04
1.440000e+00 -2.612337e-04
1.460000e+00 -3.576943e-04
1.480000e+00 -4.867959e-04
1.500000e+00 -6.584794e-04
1.520000e+00 -8.853163e-04
1.540000e+00 -1.183063e-03
1.560000e+00 -1.571281e-03
1.580000e+00 -2.073999e-03
1.600000e+00 -2.720408e-03
1.620000e+00 -3.545515e-03
1.640000e+00 -4.590717e-03
1.660000e+00 -5.904179e-03
1.680000e+00 -7.540915e-03
1.700000e+00 -9.562415e-03
1.720000e+00 -1.203570e-02
1.740000e+00 -1.503165e-02
1.760000e+00 -1.862261e-02
1.780000e+00 -2.287924e-02
1.800000e+00 -2.786689e-02
1.820000e+00 -3.364183e-02
1.840000e+00 -4.024777e-02
1.860000e+00 -4.771320e-02
1.880000e+00 -5.605005e-02
1.900000e+00 -6.525357e-02
1.920000e+00 -7.530371e-02
1.940000e+00 -8.616749e-02
1.960000e+00 -9.780197e-02
1.980000e+00 -1.101574e-01
2.000000e+00 -1.231802e-01
2.020000e+00 -1.368156e-01
2.040000e+00 -1.510094e-01
2.060000e+00 -1.657095e-01
2.080000e+00 -1.808672e-01
2.100000e+00 -1.964372e-01
2.120000e+00 -2.123781e-01
2.140000e+00 -2.286524e-01
2.160000e+00 -2.452265e-01
2.180000e+00 -2.620702e-01
2.200000e+00 -2.791564e-01
2.220000e+00 -2.964613e-01
2.240000e+00 -3.139633e-01
2.260000e+00 -3.316437e-01
2.280000e+00 -3.494854e-01
2.300000e+00 -3.674735e-01
2.320000e+00 -3.855946e-01
2.340000e+00 -4.038368e-01
2.360000e+00 -4.221895e-01
2.380000e+00 -4.406430e-01
2.400000e+00 -4.591891e-01
2.420000e+00 -4.778199e-01
2.440000e+00 -4.965286e-01
2.460000e+00 -5.153091e-01
2.480000e+00 -5.341557e-01
2.500000e+00 -5.530635e-01
2.520000e+00 -5.720279e-01
2.540000e+00 -5.910447e-01
2.560000e+00 -6.101103e-01
2.580000e+00 -6.292211e-01
2.600000e+00 -6.483740e-01
2.620000e+00 -6.675663e-01
2.640000e+00 -6.867953e-01
2.660000e+00 -7.060586e-01
2.680000e+00 -7.253541e-01
2.700000e+00 -7.446797e-01
2.720000e+00 -7.640336e-01
2.740000e+00 -7.834140e-01
2.760000e+00 -8.028195e-01
2.780000e+00 -8.222485e-01
2.800000e+00 -8.416998e-01
2.820000e+00 -8.611720e-01
2.840000e+00 -8.806640e-01
2.860000e+00 -9.001747e-01
2.880000e+00 -9.197031e-01
2.900000e+00 -9.392484e-01
2.920000e+00 -9.588096e-01
2.940000e+00 -9.783859e-01
2.960000e+00 -9.979765e-01
2.980000e+00 -1.017581e+00
3.000000e+00 -1.037198e+00
3.020000e+00 -1.056828e+00
3.040000e+00 -1.076469e+00
3.060000e+00 -1.096122e+00
3.080000e+00 -1.115785e+00
3.100000e+00 -1.135459e+00
3.120000e+00 -1.155143e+00
3.140000e+00 -1.174835e+00
3.160000e+00 -1.194537e+00
3.180000e+00 -1.214247e+00
3.200000e+00 -1.233966e+00
3.220000e+00 -1.253692e+00
3.240000e+00 -1.273426e+00
3.260000e+00 -1.293167e+00
3.280000e+00 -1.312916e+00
3.300000e+00 -1.332670e+00
3.320000e+00 -1.352432e+00
3.340000e+00 -1.372199e+00
3.360000e+00 -1.391972e+00
3.380000e+00 -1.411752e+00
3.400000e+00 -1.431536e+00
3.420000e+00 -1.451326e+00
3.440000e+00 -1.471121e+00
3.460000e+00 -1.490921e+00
3.480000e+00 -1.510726e+00
3.500000e+00 -1.530535e+00
3.520000e+00 -1.550348e+00
3.540000e+00 -1.570166e+00
3.560000e+00 -1.589988e+00
3.580000e+00 -1.609815e+00
3.600000e+00 -1.629644e+00
3.620000e+00 -1.649478e+00
3.640000e+00 -1.669315e+00
3.660000e+00 -1.689156e+00
3.680000e+00 -1.709000e+00
3.700000e+00 -1.728848e+00
3.720000e+00 -1.748698e+00
3.740000e+00 -1.768552e+00
3.760000e+00 -1.788409e+00
3.780000e+00 -1.808268e+00
3.800000e+00 -1.828131e+00
3.820000e+00 -1.847996e+00
3.840000e+00 -1.867864e+00
3.860000e+00 -1.887734e+00
