0.000000e+00 1.613438e-02
1.000000e+00 4.033595e-05
2.000000e+00 1.008399e-07
3.000000e+00 2.520997e-10
4.000000e+00 6.302492e-13
5.000000e+00 1.575623e-15
6.000000e+00 3.939057e-18
7.000000e+00 9.847630e-21
8.000000e+00 2.461933e-23
9.000000e+00 6.159542e-26
1.000000e+01 1.537073e-28
1.100000e+01 3.852538e-31
1.200000e+01 1.041336e-31
1.300000e+01 2.308605e-29
1.400000e+01 9.396965e-27
1.500000e+01 3.744125e-24
1.600000e+01 1.497454e-21
1.700000e+01 5.989780e-19
1.800000e+01 2.395912e-16
1.900000e+01 9.583649e-14
2.000000e+01 3.833459e-11
2.100000e+01 1.533384e-08
2.200000e+01 6.133535e-06
2.300000e+01 2.453414e-03
2.400000e+01 9.813656e-01
